,id,label_class,text,label
0,F7FDE75D71F98EE97C1070998DAC2B48,Auszubildende,"Wir sind ein erfolgreiches mittelständisches Maschinenbauunternehmen und seit 70 Jahren einer der weltweit führenden Partner in der Entwicklung, der Fertigung und dem Vertrieb von Maschinen und Anlagen für die Nahrungsmittelindustrie.

Wir bilden ab September 2021 aus:

Industriemechaniker (m/w/d)

Voraussetzungen:
- Erfolgreicher Haupt- oder Realschulabschluss
- Oder vergleichbaren Abschluss mit technischem Schwerpunkt 
- Handwerklich geschickt 
- Absolviertes Praktikum im Ausbildungsberuf wünschenswert

Nach der Ausbildung erfolgt i.d.R. die Übernahme in ein Beschäftigungsverhältnis mit Aufstiegsmöglichkeiten.

Gerne können Sie auch bei einem Praktikum Ihren Ausbildungsberuf und unseren Betrieb kennenlernen!

Für weitere Informationen vorab stehen wir Ihnen selbstverständlich gerne zur Verfügung! 

Wir freuen uns auf Ihre Bewerbung (Anschreiben, Lebenslauf, Zeugniskopien, Bestätigungen von Praktika) per E-Mail an:

KARL SCHNELL GmbH & Co. KG
Frau Schnell
Industriestr. 60
97993 Creglingen
Main-Tauber-Kreis
Region Heilbronn-Franken, Tauberfranken
Baden-Württemberg
Telefon: (07181) 962 - 113
E-Mail:  bewerbung@karlschnell.de

www.karlschnell.de
www.karlschnell-karriere.de

https://www.facebook.com/karlschnellausbildung
http://www.youtube.com/channel/UCOXIzyKbXVlgamz5UZGmUBQ
Ihre berufliche Zukunft ist unser gemeinsamer Erfolg!",0
1,F7FDBC2A98F3457A55BB3790616D4746,Auszubildende,"Die Allianz ist das Zuhause für alle, die sich trauen ¿ ein Arbeitgeber, der seinen Mitarbeitern den Raum bietet, sich zu entfalten und dadurch unsere weltweite Marktführerschaft aktiv mitzugestalten. Die Allianz kümmert sich aufrichtig um Menschen, sowohl um 85 Millionen Privat- und Firmenkunden als auch um mehr als 142.000 Mitarbeiter. Die Allianz fördert eine Unternehmenskultur, die ihre Mitarbeiter befähigt, gemeinsam Großes zu erschaffen, Höchstleistungen zu erzielen, neue Wege zu gehen und die Branche herauszufordern. Wir streben danach, der vertraute Partner an der Seite unserer Kunden zu sein und ihnen das Vertrauen zu geben, den nächsten Schritt zu wagen. Trauen Sie sich, und werden Sie Teil der Allianz Gruppe.

Die Allianz Deutschland AG ist eines der größten Unternehmen innerhalb der Allianz Gruppe und hat ihren Sitz in München. Sie bündelt das Sach-, Lebens- und Krankenversicherungsgeschäft auf dem deutschen Markt. Tragen Sie dazu bei, unsere herausragende Marktposition zu stärken, und nutzen Sie unsere vielfältigen Entwicklungsmöglichkeiten. Mit unseren vielfältigen Zusatzleistungen unterstützen wir unsere Mitarbeiterinnen und Mitarbeiter bei der Vereinbarkeit von Privatleben und Beruf.


Ausbildung 2017 - Kaufmann für Versicherungen und
Finanzen (m/w) in Nürnberg


Stellenprofil
Ein Schadenfall ist eingetreten. Jetzt heißt es: schnell und unkompliziert helfen! Braucht es noch einen direkten Anruf beim Kunden? Oder weitere Informationen ¿ von Behörden oder Gutachtern? Mit viel Wissen und Einfühlungsvermögen finden Sie Lösungen auch für schwierige Fälle. Dafür machen wir Sie von Anfang an fit ¿ in der Praxis bei uns sowie in der Berufsschule.

Wir bieten Ihnen flexible Arbeitszeiten, nette Kollegen, ein ¿Tarifgehalt plus¿ und eine attraktive Perspektive: Sie erleben jeden Tag Neues, helfen Menschen und werden Experte. Nach zwei bis drei Ausbildungsjahren können Sie Ihre Weiterentwicklung beginnen, zum Beispiel zum Spezialisten oder Teamleiter.


Aufgaben
Sie lernen ¿
- unsere Versicherungsprodukte und Versicherungsbedingungen kennen Kosten und Erträge von Versicherungsprodukten zu ermitteln
- Risiken zu analysieren
- Kundenanträge zu bearbeiten und Kundenverträge zu betreuen
- Schadensmeldungen und Leistungsansprüche zu prüfen und zu bearbeiten
- Kundenbeziehungen aufzubauen und zu optimieren
- Kunden bedarfsorientiert zu beraten

Anforderungen/Kenntnisse/Erfahrungen
- Guter Schulabschluss (Mittlere Reife, Fachabitur oder Abitur)
- Freude am Umgang und an der Kommunikation mit Menschen, weil Sie im direkten Kontakt mit Kollegen, Geschäftspartnern und Kunden stehen
- Höfliches, sicheres und selbstbewusstes Auftreten, das unseren Kunden Vertrauen vermittelt
- Zielstrebigkeit und Engagement, um unsere Kunden zufrieden zu stellen
- Teamfähigkeit und Zuverlässigkeit für ein erfolgreiches gemeinsames Arbeiten

Zusätzliche Informationen
Sie bewerben sich direkt online mit Lebenslauf und Zeugnissen.
Für Fragen steht Ihnen Frau Andrea Heidger gerne zur Verfügung.
Sie erreichen sie telefonisch unter: +49 911 6495-21013

Referenzcode AZD-4346343-1

Was uns als Arbeitgeber attraktiv macht, erfahren Sie unter https://karriere.allianz.de

Für uns zählen Ihre Stärken und Erfahrungen. Deshalb ist jeder unabhängig von sonstigen Merkmalen wie z.B. Geschlecht, Herkunft und Abstammung oder einer eventuellen Behinderung willkommen.

Allianz Deutschland AG
Nürnberg",0
2,,Azubi,"  Hanseatic Marine Services GmbH & Co. KG

  * Position: Ausbildung
  * Beruf: Kaufmann/-frau - Groß- und Außenhandel
  * Ort: Hamburg
  * Beginn: 01.08.2016
  * Anzahl Plätze: 2
  * Referenz-Nr: AZY-23GA74AB
  * (in der Bewerbung bitte angeben)

  * Merken
  * Mail

  Um alle Funktionen nutzen zu können, musst du dich einloggen.

  Noch nicht angemeldet? Hier Profil anlegen!
  STELLENANZEIGE EIGNUNGS-CHECK AUSBILDUNGSBETRIEB JETZT BEWERBEN!
  * Drucken
  * Merken
  Um alle Funktionen nutzen zu können, musst du dich einloggen.
  Noch nicht angemeldet? Hier Profil anlegen!
  * Mail

  Diese Seite empfehlen:
  * Teilen
  * Twittern

  Kaufmann/-frau im Groß- und Außenhandel

  ?% Eignung für diese Ausbildung Eignungs-Check
  __________________________________________________

  Im Groß- und Außenhandel dreht sich alles um die Ware. So geht es um die Organisation, die Lagerung und die Verteilung der Ware an die Kunden. Darüber hinaus sorgt der Kaufmann oder die Kauffrau für eine kostengünstige Lagerhaltung und den reibungslosen Warenfluss. Die Unternehmensgruppe CITTI bietet drei verschiedene Schwerpunkte an: Großhandel/Lebensmittel, Außenhandel und Schiffsausrüstung.

  Der Schwerpunkt Großhandel/Lebensmittel wird in unserer Kieler Zentralverwaltung und in den Verwaltungsbereichen der Großhandelsniederlassungen in Kiel, Lübeck, Hamburg, Neubrandenburg, Weeze, Wöllstein, Zorbau und Zusmarshausen angeboten. Sie haben Aufgaben im Bereich Einkauf, Buchhaltung, Marketing und Personalwesen, pflegen Kundenkontakt über den Vertrieb, lernen Lagerhaltung und -organisation sowie allgemeine Büro- und Verwaltungstätigkeiten kennen.

  Der Schwerpunkt Außenhandel wird bei Hanseatic Marine Services in Hamburg angeboten. Sie lernen allgemeine Büro- und Verwaltungstätigkeiten kennen, haben Aufgaben in den Bereichen Lager, Ein- und Verkauf, Auftragserfassung, Außendienst und Logistik. Darüber hinaus sorgen Sie hierbei für eine korrekte Zollabwicklung und lernen in der Buchhaltung Ausgangsrechnungen zu erstellen und Zahlungseingänge bzw. -ausgänge zu überwachen.

  Der Schwerpunkt Schiffsausrüstung wird bei Hanseatic Marine Services in Kiel angeboten. Sie lernen allgemeine Büro- und Verwaltungstätigkeiten kennen, haben Aufgaben im Bereich Absatz, wie die Bearbeitung von Kundenaufträgen, disponieren und versenden Waren und sorgen hierbei für eine korrekte Zollabwicklung. Darüber hinaus werden Sie in der Buchhaltung ausgebildet, indem Sie unter anderem Ausgangsrechnungen erstellen und Zahlungseingänge und -ausgänge überwachen.

  Ihr Profil: Sie sind zuverlässig, höflich, teamfähig und kontaktfreudig, verfügen über gute Deutsch-, Englisch- und Mathematikkenntnisse und haben ein Interesse an EDV

  Wir bieten: eine abwechslungsreiche Ausbildung, gute Betreuung durch fachkundige Ausbilder, Förderungen und Weiterbildungen sowie gute Übernahmechancen

  Ausbildungsdauer: 3 Jahre (Ausbildungsstart 01.08.)

  Ausbildungsort: die Kieler Zentralverwaltung, die jeweiligen Großhandelsniederlassungen des Unternehmens CHEFS CULINAR sowie Hanseatic Marine Services und die zuständigen Berufsschulen

  Bewerbung: ab einem guten Realschulabschluss

  Die Ausbildung bei der CITTI Unternehmensgruppe
  Für das Unternehmen CITTI steht die Qualifikation in der Ausbildung an oberster Stelle. So gehören Warenkunde durch das Fachpersonal, Messeteilnahmen, Industrieseminare, Firmenbesichtigungen und Kurse zur Arbeitssicherheit genauso zum Ausbildungsprogramm wie auch der Besuch der Berufsschule.

  Bei CITTI kann ein Auszubildender einen Beruf nach seinen Fähigkeiten und nach seinem persönlichen Interesse erlernen. Die vielen verschiedenen Fachabteilungen des Unternehmens machen es möglich.

  Wenn Sie Wert auf eine abwechslungsreiche und qualifizierte Ausbildung in einem guten Betriebsklima legen und Sie uns eine aufgeschlossene und interessierte Persönlichkeit bieten, freuen wir uns auf Ihre Bewerbung.
  JETZT BEWERBEN! Referenz-Nr: AZY-23GA74AB (in der Bewerbung bitte angeben)
  Stelle zuschicken und später gleich bewerben!",0
3,F7FD0E483896FC6756D431C870658ED6,Auszubildende,"Wir bilden zum 01.09.2015 einen/eine Anlagenmechaniker/in - Sanitär-, Heizungs- und Klimatechnik aus.

Anforderungen: 
- guter Realschulabschluss

Die Berufsschule findet in Sindelfingen oder Stuttgart statt. 

Interesse?",0
4,,Azubi,"  Bäcker/-in

  Gerd Leibrock Bäckerei

  Ausbildungsplatz für 2016 als Bäcker/-in in Kirkel bei Gerd Leibrock Bäckerei. Aussagekräftige Bewerbung bitte direkt über den Bewerben-Button versenden.
  Ausbildungsdetails
  Standort: Hauptstraße 81
  66459 Kirkel
  Fachrichtungen: Technik
  Angeboten als: duale Ausbildung
  Ausbildungsstart: 01.08.2016
  Anzeige melden
  Anschrift

  Hauptstraße 81
  66459 Kirkel

  Ein solides Handwerk im technischen Bereich kommt nicht aus der Mode. Die Fortschritte in der Technik entwickeln sich rasant und Fachkräfte mit Expertenwissen werden vielerorts gesucht. Egal welche Neuerungen auf den Markt kommen, in unserer Ausbildung als Bäcker/-in in Kirkel werden Innovationen aufgenommen und mit altbewährten Methoden ergänzt. Also starten Sie 2016 eine Ausbildung zur/zum Bäcker/-in in Kirkel und qualifizieren Sie sich für vielfältige Arbeitsstellen.

  Sie sind ein hoch motivierter Tüftler, nehmen technische Geräte sofort auseinander und arbeiten am liebsten mit Ihren Händen? Dann starten Sie in 2016 als Bäcker/-in mit uns durch. Denn wir möchten mit Ihnen in eine erfolgreiche, gemeinsame Zukunft schreiten. Weil gut ausgebildeter Nachwuchs von heute die qualifizierten Mitarbeiter von morgen sind, legen wir Wert auf eine fundierte Ausbildung als Bäcker/-in.
  Dieser Text wurde automatisch generiert und stammt nicht vom Unternehmen selbst.",0
5,F7FD89D92F5B6D58D7558FF763D96BEC,Auszubildende,"Wir suchen zum 01.September 2018 oder früher zwei zuverlässige und motivierte Auszubildende für den Beruf 

*** Verfahrensmechaniker/in - Steine- und Erdenindustrie der Fachrichtung vorgefertigte Betonerzeugnisse ***

Die Tätigkeit im Überblick:

Verfahrensmechaniker/innen in der Steine- und Erdenindustrie steuern und überwachen Produktionsanlagen, um mineralische Rohstoffe zu Baustoffen zu verarbeiten. In der Fachrichtung vorgefertigte Betonerzeugnisse fertigen sie Betonwaren aus Frischbeton bzw. Betonfertigteile. Schließlich transportieren, lagern und verladen sie die Fertigbetonerzeugnisse.

Hauptsächlich arbeiten Verfahrensmechaniker/innen in der Steine- und Erdenindustrie der Fachrichtung vorgefertigte Betonerzeugnisse in der Baustoffherstellung, z.B. bei Herstellern von Fertigbauteilen oder sonstigen Betonerzeugnissen für den Bau. Darüber hinaus sind sie auch in Unternehmen des Beton- und Stahlbetonbaus oder bei Fertiggaragenherstellern tätig.

Die Ausbildung im Überblick:

Verfahrensmechaniker/in in der Steine- und Erdenindustrie ist ein anerkannter Ausbildungsberuf nach dem Berufsbildungsgesetz (BBiG).

Diese bundesweit geregelte 3-jährige Ausbildung wird in der Industrie in den folgenden Fachrichtungen angeboten:

¿ vorgefertigte Betonerzeugnisse 
¿ Asphalttechnik
¿ Baustoffe
¿ Gipsplatten oder Faserzement
¿ Kalksandsteine oder Porenbeton
¿ Transportbeton

Voraussetzung ist mindestens der Hauptschulabschluss.

Ein Schnupperarbeiten ist jederzeit gerne möglich!

Nähere Informationen zu unserem Unternehmen finden Sie unter http://www.ketonia.de

Bei Interesse bewerben Sie sich bitte schriftlich oder per E-Mail unter oben genannten Kontaktdaten.",0
6,F7FD19A5B8D83D411C9A2D3BB70CCEAE,Auszubildende,"Die Testo ist weltweit führend im Bereich portabler und stationärer Messlösungen. In 34 Tochtergesellschaften rund um
den Globus forschen, entwickeln, produzieren und vermarkten 3.200 Mitarbeiter für das High Tech Unternehmen. Wir
überzeugen unsere Kunden mit hochpräzisen Messgeräten und innovativen Lösungen für das Messdatenmanagement
von morgen. Produkte der Testo helfen Zeit und Ressourcen zu sparen, die Umwelt und die Gesundheit von Menschen
zu schützen und die Qualität von Waren und Dienstleistungen zu steigern. Wir verbinden die Stärken eines Konzerns mit
der Flexibilität eines mittelständischen Unternehmens. Gestalten Sie die Dinge mit und entwickeln Sie sich weiter. Wir
sehen in Ihnen nicht nur den Mitarbeiter, sondern auch den Menschen!

*** DH-Studium Wirtschaftsingenieurwesen (m/w/d) Start 2021 ***
(Stellen-ID: 1083 )

Was erwartet Sie?
Das Bachelor-Studium des Wirtschaftsingenieurwesens mit der Vertiefung Elektrotechnik dauert insgesamt sechs
Semester (drei Jahre) und besteht zu gleichen Teilen aus Praxisphasen im Unternehmen und Theoriephasen an der
Dualen Hochschule Stuttgart. Im Unternehmen durchlaufen Sie verschiedene technische und kaufmännische Bereiche.
Die praktische Arbeit beschränkt sich dabei keineswegs auf den Einsatz auf der Spielwiese, wie etwa in einem fiktiven
Studenten-Unternehmen. Stattdessen sind Sie vom ersten Tag an aktiv in das Unternehmen integriert, betreuen
eigenständig Projekte und arbeiten nah am Markt und an den Kunden.

Was können wir Ihnen bieten?
Bei Testo erwarten Sie ein dynamisches, engagiertes Team und eine offene, positive Arbeitsatmosphäre. Lassen Sie sich
in Ihrer Entwicklung vom partnerschaftlichen und konstruktiven Umgang miteinander unterstützen. Unsere
Ausbildungsverantwortlichen haben ein offenes Ohr für Ihre Anliegen und sind bestrebt, Ihnen ein Studium anzubieten,
das Ihren individuellen Kenntnissen und Fähigkeiten entgegenkommt.

Was sollten Sie mitbringen?
Grundvoraussetzung für das Bachelor-Studium des Wirtschaftsingenieurwesens mit der Vertiefung Elektrotechnik sind
Abitur oder Fachhochschulreife mit einem Notenschnitt von 2,4 oder besser. Daneben sind ganzheitliches Denken,
analytische Fähigkeiten sowie Begeisterung für Mathematik, Technik, Marketing und Management ein Muss. Ferner
sollten Sie Kommunikationsfähigkeit und ein situatives Gespür für Situationen und Gesprächspartner mitbringen und
auch dementsprechend teamfähig sein.

Für Fragen steht Ihnen Herr Björn Brendemühl unter der Telefonnummer + 49 7653 681 7711 gerne zur Verfügung.
Wir freuen uns auf Ihre Bewerbung über unser Online-Portal.

Auf unseren Social Media Kanälen testodurchstarter (Instagram) und Testo Durchstarter (Facebook) erhalten Sie weitere
Einblicke in den Arbeitsalltag unserer Nachwuchskräfte.

Testo SE & Co. KGaA · Celsiusstraße 2 · 79822 Titisee-Neustadt",0
7,,Azubi,"  Ausbildung zum Steuerfachangestellter (m/w) 2016


  ?% Eignung für diese Ausbildung Eignungs-Check
  __________________________________________________

  Steuerfachangestellter (m/w)

  Sie haben Spaß an Zahlen und Finanzen?

  Während Ihrer dreijährigen Ausbildung werden Sie Schritt für Schritt an die Finanzbuchhaltung großer Unternehmen herangeführt. Sie lernen, sich in immer wieder verändernde Gesetze hineinzudenken und diese anzuwenden. Sie unterstützen unsere Teams aus Steuerberatern, Wirtschaftsprüfern und Rechtsanwälten bei der steuerlichen Beratung unserer Mandanten. Dabei wirken Sie bei der Erstellung von Finanzbuchhaltungen, Jahresabschlüssen, Lohn- und Gehaltsabrechnungen sowie Steuererklärungen unserer Mandanten mit. Darüber hinaus sind Sie auch Ansprechpartner für das Finanzamt.

  Das zeichnet Sie aus

  Ein erfolgreiches Abitur, gute Englischkenntnisse und ein großes Interesse an Steuerberatung qualifizieren Sie für diese Ausbildung. Wenn Sie auch noch gern im Team arbeiten und eine offene Persönlichkeit sind, dann sind Sie hier genau richtig.
  hre Herausforderung bei uns

  * Unterstützung unserer Teams bei der steuerlichen Beratung unserer Mandanten
  * Erstellung von Finanzbuchhaltungen, Jahresabschlüssen, Lohn- und Gehaltsrechnungen sowie Steuererklärungen
  * Besuch der Berufsschule zur Vertiefung theoretischer Kenntnisse

  Das bringen Sie mit

  * Allgemeine Hochschulreife oder sehr guter Realschulabschluss
  * Interesse an Steuerberatung, Grundverständnis für das betriebliche Rechnungswesen
  * Gute Englischkenntnisse
  * Sicherer Umgang mit den gängigen MS Office-Anwendungen

  Hervorragende Perspektiven

  Die Möglichkeiten bei KPMG sind genauso vielfältig wie die Menschen, die schon jetzt bei uns arbeiten. Innerhalb unseres internationalen Netzwerks dürfen unsere Mitarbeiter und Mitarbeiterinnen mit kontinuierlicher Weiterbildung und einer wertebasierten Unternehmenskultur rechnen. Wir setzen uns für die Karriereentwicklung ein und haben dabei stets die persönlichen Bedürfnisse sowie das Potenzial im Blick. Darüber hinaus erleichtern wir die Vereinbarkeit von Beruf und Familie. Aber es gibt noch mehr bei KPMG zu entdecken - deswegen sollten wir uns kennenlernen. www.kpmg.de/careers

  Ausbildungsvergütungen ab 1. September 2016:

  1. Ausbildungsjahr: 902,91 Euro
  2. Ausbildungsjahr: 982,43 Euro
  3. Ausbildungsjahr: 1.056,57 Euro

  *vorbehaltlich tariflicher Änderungen

  JETZT BEWERBEN! Referenz-Nr: AZY-BD8A6D15 (in der Bewerbung bitte angeben)",0
8,,Azubi,"
  Auszubildende zum Fachinformatiker für Systemintegration (m/w)

  Auszug der Stellenbeschreibung

  * 5km
  * 10km
  * 20km
  * 30km
  * 40km
  * 50km
  * 75km
  * 100km Erweiterte Suche
  * Zur Ergebnisliste Zurück
  * Stellenangebot 3221 von 70223 3221 von 70223
  *
  * Knorr-Bremse AG Auszubildende zum Fachinformatiker für Systemintegration (m/w)
  * München
  * Jetzt bewerben Für die Knorr-Bremse Systeme für Schienenfahrzeuge GmbH am Standort München suchen wir Auszubildende zum Fachinformatiker für Systemintegration (m/w) Ihre Aufgaben
  * Planung und Konfiguration von IT-Systemen
  * Einrichtung und Verwaltung von kundenspezifischen Systemen
  * Lösung von Anwendungs- und Systemproblemen
  * Durchführung von Schulungen Ihr profil
  * Realschüler (m/w) mit mittlerem Bildungsabschluss, Abiturient (m/w) oder Absolvent (m/w) von FOS oder BOS
  * Gute mathematische und Informatik-Kenntnisse
  * Gute Deutsch- und Englischkenntnisse
  * Kommunikationsfähigkeit, Engagement, Interesse und Aufgeschlossenheit
  * Serviceorientierung, Selbstständigkeit und Eigenverant­wortung
  * Durchhaltevermögen Unser Angebot Durch technologische Exzellenz, nachhaltiges Wirtschaften und soziale Verantwortung treiben unsere Mitarbeiterinnen und Mitarbeiter an über 100 Standorten in 30 Ländern den Fortschritt voran. Wir bieten Ihnen eine spannende und abwechslungsreiche Tätigkeit in einem internationalen Umfeld sowie ein attraktives Rahmenangebot, das von flexiblen Arbeitszeitmodellen über fach­liche und persönliche Entwicklungsmöglichkeiten bis hin zu Sport- und Gesundheits­pro­grammen reicht. Haben wir Ihr Interesse geweckt? Dann steigen Sie ein! Wir freuen uns auf Ihre Online-Bewerbung über www.knorr-bremse.de. Auszubildende, Auszubildender, Azubi, IT, Informatik, Informatiker, Informatikerin, Kaufmann, Kauffrau, Abiturientin, Realschülerin, Absolventin, Fachinformatikerin, Nutzfahrzeugbereich, Schienenfahrzeug, Nutzfahrzeug, Türsysteme, Klimasysteme, Elektronische Systeme, Fahrzeugtechnik, Fahrzeugbau, Maschinenbau, OEM

  Unternehmen

  Knorr-Bremse AG

  Orte

  * München 1 freie Stelle

  Benötigter Abschluss

  Abitur / Fachabitur

  Art der Ausbildung

  Duale Ausbildung
  Zur Original-Stellenanzeige

  Ähnliche Ausbildungsplätze

  Ausbildung zum Fachinformatiker (m/w)
  Ismaning Raum München
  September 2017
  Ausbildung zum Informatikkaufmann (m/w)",0
9,,Azubi,"  Gardemann Arbeitsbühnen GmbH
  präsentiert von

  Baumaschinenmechaniker/in 2016 - Berlin

  Berufsausbildung bei Gardemann
  Wir - die Gardemann Arbeitsbühnen GmbH - sind ein Traditionsunternehmen und vermieten seit mehr als 40 Jahren mobile Arbeitsbühnen. Bester Service, zuverlässige Produkte und kompetente Beratung zeichnen uns aus. Mit unserem bundesweiten Mietstationsnetz und einem Programm aus 3.500 Mietgeräten sind wir für unsere Kunden schnell erreichbar. Außerdem ist Gardemann Teil der Lavendon Group plc. UK., dem europäischen Marktführer in der Vermietung von Arbeitsbühnen mit mehr als 20.000 Arbeitsbühnen in weit über 100 Mietstationen weltweit.

  Unseren hohen Qualitätsanspruch können wir nur durch gut qualifiziertes Personal gewährleisten. Daher ist unsere qualifizierte Berufsausbildung ein wichtiger Bestandteil in unserem Unternehmen.

  An unserem Standort in Berlin bieten wir Dir zum 1. August 2016 eine Ausbildung zum Land-/Baumaschinenmechaniker (m/w) an.

  Deine Aufgaben:
  Als Land-/ Baumaschinenmechaniker wird es Deine Aufgabe sein, die Wartung und Reparatur unserer vielfältigen Arbeitsbühnen durchzuführen. Im Rahmen Deiner Ausbildung wirst Du an diese Tätigkeiten herangeführt.
  Du lernst die unterschiedlichen Tätigkeiten in unserer Werkstatt, Technik und Schlosserei kennen. Dabei werden wir Dir die Kenntnisse und Fähigkeiten in der Elektrotechnik, Mechanik und Hydraulik aber auch in der Metallverarbeitung (z.B. Schweißen) vermitteln. Bei uns lernst Du eine große Bandbreite der Land-/ Baumaschinenmechanik kennen. Am Ende Deiner Ausbildung bist Du in der Lage, an vielfältigen Gerätetypen zu arbeiten und Du bringst als Land-/Baumaschinenmechaniker umfangreiche Kenntnisse mit.

  Wir bringen Dich hoch hinaus!

  Deine Voraussetzung:
  Du bringst einen Schulabschluss mit mindestens mittlerer Reife mit.
  Du hast Spaß an Technik / Mechanik und hast handwerklich Geschick.
  Du besitzt ein hohes Maß an Eigeninitiative, Engagement und Lernbereitschaft.
  Du möchtest gerne im Team arbeiten.

  Wenn wir Dein Interesse wecken konnten, dann sollten wir uns kennen lernen. Bitte sende uns deine vollständigen Bewerbungsunterlagen unter der Kennziffer /AZUBI 2016/ direkt an unsere Personalabteilung z. Hd. Herrn Marco Gasch, vorzugsweise per E-Mail an azubi@gardemann.de Deine schriftliche Bewerbung kannst du an die angegebene Adresse richten.

  Für Rückfragen steht Dir Herr Gasch gerne unter 02802/949-307 (Personalabteilung, Zentrale) zur Verfügung.

  Wir freuen uns auf Deine Bewerbung.
  Jetzt bewerben Zur Jobsuche
  Gardemann Arbeitsbühnen GmbH
  12357 Berlin
  //www.jobcluster.de/
  Ähnliche Jobs per
  E-Mail erhalten
  __________________________________________________

  Einsatzort:
  Berlin

  Position:
  Ausbildung

  Bildungsgrad Mindestvoraussetzung:
  Hauptschulabschluss

  Ähnliche Jobs
  __________________________________________________

  Industriemechaniker/-in 2016
  Henkel AG & Co. KGaA

  Industriemechaniker/-in 2016
  Henkel AG & Co. KGaA

  VERFAHRENS- MECHANIKER/IN
  Paul Bauder GmbH & Co. KG

  Mechatroniker/-in 2016
  Henkel AG & Co. KGaA

  Ausbildung zum/r Mechatroniker/in
  Berlin-Chemie AG",0
